058000001001010324001   5330     1    N 099370Q60248306001
058000002001010324001   5330     1    N 099369Q60066233001
058000003001010324001   5330     1    N 099368Q60825325001
058000004001010324001   5330     1    N 099366Q61737856001
058000005001010324001   5330     1    N 099365 61596470   
058000006001010324001   5330     1    N 099364Q60171870001
058000007001010324001   5330     1    N 099363Q72043968001
058000008001010324001   5330     1    N 099362Q60391886001
058000009001010324001   5330     1    N 099334Q60391866001
058000010001010324001   5330     1    N 099335Q78106348*00
058000011001010324001   5330     1    N 099336Q72507822001
058000012001010324001   5330     1    N 099337Q60303094001
058000013001010324001   5330     1    N 099338Q60303057001
058000014001010324001   5330     1    N 099339Q60222923001
058000015001010324001   5330     1    N 099340Q60347465001
058000016001010324001   5330     1    N 099341Q60066234001
058000017001010324001   5330     1    N 099342Q60222900001
058000018001010324001   5330     1    N 099343Q77699862001
058000019001010324001   5330     1    N 099344Q60303052001
058000020001010324001   5330     1    N 099345Q80929168001
058000021001010324001   5330     1    N 099346Q60303076001
058000022001010324001   5330     1    N 099347Q60066215001
058000023001010324001   5330     1    N 099322Q60303066001
058000024001010324001   5330     1    N 099323Q61090492001
058000025001010324001   5330     1    N 099324Q60303068001
058000026001010324001   5330     1    N 099327Q6028*786001
058000027001010324001   5330     1    N 099328Q725078* 001
058000028001010324001   5330     1    N 099329Q60273422001
058000029001010324001   5330     1    N 099330Q63361775001
058000030001010324001   5330     1    N 099331Q60303081001
058000031001010324001   5330     1    N 099332Q60171851001
058000032001010324001   5330     1    N 099333Q60171882001
058000033001010324001   5330     1    N 099321Q60303079001
058000034001010324001   5330     1    N 099320Q60171897001
058000035001010324001   5330     1    N 099302Q60248361001
058000036001010324001   5330     1    N 099303Q60222912001
058000037001010324001   5330     1    N 099304Q60845483001
058000038001010324001   5330     1    N 099305Q60241906001
058000039001010324001   5330     1    N 099306Q73818923001
058000040001010324001   5330     1    N 099307Q60222902001
058000041001010324001   5330     1    N 099308Q60066224001
058000042001010324001   5330     1    N 099309Q60066216001
058000043001010324001   5330     1    N 099310Q72044006001
058000044001010324001   5330     1    N 099311Q72043204001
058000045001010324001   5330     1    N 099312Q60222918  1
058000046001010324001   5330     1    N 099313Q60222922001
058000047001010324001   5330     1    N 099314Q60062454001
058000048001010324001   5330     1    N 099315Q600 6236   
058000049001010324001   5330     1    N 099316Q02653719   
058000050001010324001   5330     1    N 099317Q60347409001
058000051001010324001   5330     1    N 099318Q60171593001
058000052001010324001   5330     1    N 099319Q60347428001
058000053001010324001   5330     1    N 099377Q60222904001
058000054001010324001   5330     1    N 099351Q60711110   
058000055001010324001   5330     1    N 099352Q60303078001
058000056001010324001   5330     1    N 099353Q60222911001
058000057001010324001   5330     1    N 099354Q72043952001
058000058001010324001   5330     1    N 099355Q781992340 1
058000059001010324001   5330     1    N 099356Q60066238001
058000060001010324001   5330     1    N 099358Q73806255001
058000061001010324001   5330     1    N 099359Q60066223001
058000062001010324001   5330     1    N 099360Q60066247001
058000063001010324001   5330     1    N 099361Q74449786001
058000064001010324001   5330     1    N 099349Q76528752001
058000065001010324001   5330     1    N 099348Q60347403001
058000066001010324001   5330     1    N 099350Q60222935001
058000067001010324001   5330     1    N 099375Q60222913001
058000068001010324001   5330     1    N 099374Q60248391001
058000069001010324001   5330     1    N 099373     *4** 0*
058000070001010324001   5330     1    N 099372 6 * 6** 010
058000071001010324001   5330     1    N 099371Q60222949001
058000072001010324001   5330     1    N 099429Q0     65 02
058000073001010324001   5330     1    N 099384Q6017193 002
058000074001010324001   5330     1    N 099430Q60229455002
058000075001010324001   5330     1    N 099470Q60663922002
058000076001010324001   5330     1    N 099428Q60375030002
058000077001010324001   5330     1    N 099471Q60375000002
058000078001010324001   5330     1    N 099467Q60375018002
058000079001010324001   5330     1    N 099383Q60171927002
058000080001010324001   5330     1    N 099386Q60229454002
058000081001010324001   5330     1    N 099387Q60171921002
058000082001010324001   5330     1    N 099441Q60171921002
058000083001010324001   5330     1    N 099442Q60171908002
058000084001010324001   5330     1    N 099445Q60220477002
058000085001010324001   5330     1    N 099444Q60229463002
058000086001010324001   5330     1    N 099449Q60375037002
058000087001010324001   5330     1    N 099464Q60171905002
058000088001010324001   5330     1    N 099468Q60375008002
058000089001010324001   5330     1    N 099469Q60375022002
058000090001010324001   5330     1    N 099472Q60375024002
058000091001010324001   5330     1    N 099473Q60290201002
058000092001010324001   5330     1    N 099466Q602  459002
058000093001010324001   5330     1    N 099465Q60375002002
058000094001010324001   5330     1    N 099457Q60375017002
058000095001010324001   5330     1    N 099438Q60375027002
058000096001010324001   5330     1    N 099439Q60375015002
058000097001010324001   5330     1    N 099446Q60171929002
058000098001010324001   5330     1    N 099413Q60375040002
058000099001010324001   5330     1    N 099431Q60171906002
058000100001010324001   5330     1    N 099412Q61630900002
058000101001010324001   5330     1    N 099435Q61630905002
058000102001010324001   5330     1    N 099411Q60375042002
058000103001010324001   5330     1    N 099380 6 7        
058000104001010324001   5330     1    N 099416Q61630925002
058000105001010324001   5330     1    N 099427Q60 7193    
058000106001010324001   5330     1    N 099388Q60750507002
058000107001010324001   5330     1    N 099440Q60171931002
058000108001010324001   5330     1    N 099381Q60171653002
058000109001010324001   5330     1    N 099415Q602957 7002
058000110001010324001   5330     1    N 099443Q6017193 002

