152000001001121523001   5330     1    N 049365P60315269107
152000002001121523001   5330     1    N 049363P60315266107
152000003001121523001   5330     1    N 049364P60375581107
152000004001121523001   5330     1    N 049366P60170718   
152000005001121523001   5330     1    N 049264P60315295101
152000006001121523001   5330     1    N 049337P60375568101
152000007001121523001   5330     1    N 049338P60238152101
152000008001121523001   5330     1    N 049339P60375594101
152000009001121523001   5330     1    N 049340P61553408101
152000010001121523001   5330     1    N 049334P61553413101
152000011001121523001   5330     1    N 049335P60230786101
152000012001121523001   5330     1    N 049333P60065474101
152000013001121523001   5330     1    N 049332P60238158101
152000014001121523001   5330     1    N 049336P61355340101
152000015001121523001   5330     1    N 049329P60375574101
152000016001121523001   5330     1    N 049330P60230782101
152000017001121523001   5330     1    N 049327P60315267101
152000018001121523001   5330     1    N 049331P60375551101
152000019001121523001   5330     1    N 049326P60170389101
152000020001121523001   5330     1    N 049266P61255460101
152000021001121523001   5330     1    N 049322P60238161101
152000022001121523001   5330     1    N 049328P**0*64 8*01
152000023001121523001   5330     1    N 049323P60230783101
152000024001121523001   5330     1    N 049325P60375587101
152000025001121523001   5330     1    N 049321P60180463101
152000026001121523001   5330     1    N 049320P60315293101
152000027001121523001   5330     1    N 049319P60238150101
152000028001121523001   5330     1    N 049318P60170696101
152000029001121523001   5330     1    N 049317P61567508101
152000030001121523001   5330     1    N 049265P60908855101
152000031001121523001   5330     1    N 049385P60315297006
152000032001121523001   5330     1    N 049209P61601528204
152000033001121523001   5330     1    N 049218P60315251  4
152000034001121523001   5330     1    N 049202P60170691204
152000035001121523001   5330     1    N 049212P60315265204
152000036001121523001   5330     1    N 049213P60170698204
152000037001121523001   5330     1    N 049204P61553429204
152000038001121523001   5330     1    N 049215P61553402204
152000039001121523001   5330     1    N 049206P60375559204
152000040001121523001   5330     1    N 049207P60230778204
152000041001121523001   5330     1    N 049214P61321403204
152000042001121523001   5330     1    N 049208P60230795   
152000043001121523001   5330     1    N 049203P60375560204
152000044001121523001   5330     1    N 049216P60315270   
152000045001121523001   5330     1    N 049219P60315255204
152000046001121523001   5330     1    N 049205P60352242* 4
152000047001121523001   5330     1    N 049217 603*53 0204
152000048001121523001   5330     1    N 049238P60491196102
152000049001121523001   5330     1    N 049246P60315262102
152000050001121523001   5330     1    N 049413P03  *   102
152000051001121523001   5330     1    N 049303P60375566102
152000052001121523001   5330     1    N 049304P60375571102
152000053001121523001   5330     1    N 049236P61601514102
152000054001121523001   5330     1    N 049235P61601526102
152000055001121523001   5330     1    N 049240P60375550102
152000056001121523001   5330     1    N 049307P60238156102
152000057001121523001   5330     1    N 049233P60375573102
152000058001121523001   5330     1    N 049245P60352263102
152000059001121523001   5330     1    N 049305P60315284102
152000060001121523001   5330     1    N 049234P60315283102
152000061001121523001   5330     1    N 049418P61091963102
152000062001121523001   5330     1    N 049309P61588656102
152000063001121523001   5330     1    N 049310P60238167102
152000064001121523001   5330     1    N 049411P60170690102
152000065001121523001   5330     1    N 049239P41553411102
152000066001121523001   5330     1    N 049415P60170695102
152000067001121523001   5330     1    N 049412P60218112102
152000068001121523001   5330     1    N 049414P60375584102
152000069001121523001   5330     1    N 049417P60375595102
152000070001121523001   5330     1    N 049230P61553409102
152000071001121523001   5330     1    N 049232P60238164102
152000072001121523001   5330     1    N 049416P60315276102

